review,clean_review,sentiment
"A gritty Australian film, with all the elements for success. Two Hands represents the ability of Australian film makers and actors to produce top-quality, popular material. The film has a fresh angle, and uniquely incorporates drama, suspense and comedy.<br /><br />I found this film thoroughly enjoyable on so many different levels - but can also appreciate that it might not be everyone's 'cup of tea'. The film carries a distinct Aussie humour, as it portrays the seedy underworld of Sydney, and explores the lives of a young man (Ledger) and young woman (Byrne), swept up in the local crime scene.<br /><br />Two Hands deals with the theme of good and evil, both on an interpersonal and personal level and looks at the issue of consequences for 'our' actions.<br /><br />The camera work is snazzy and the dialogue humorous. With Bryan Brown who plays Pando and Heath Ledger as Jimmy, battling it out on-screen in the most bizarre situations - this Aussie film is certainly not short of acting talent.<br /><br />This subtle action/comedy has become somewhat of a cult favourite, and one of mine also.",gritty australian film element success two hand represent ability australian film maker actor produce popular material film fresh angle uniquely incorporate drama suspense comedy find film thoroughly enjoyable many different level also appreciate might not everyone tea film carry distinct aussie humour portrays seedy underworld sydney explore live young man ledger young woman byrne sweep local crime scene two hand deal theme good evil interpersonal personal level look issue consequence action camera work snazzy dialogue humorous bryan brown play pando heath ledger jimmy battle bizarre situation aussie film certainly not short act talent subtle become somewhat cult favourite one mine also,positive
"Although in some aspects Seven Pounds is solid and interesting in some of its narrative style, Gabriele Muccino's project is rather mediocre. The movie becomes more and more sappy and manipulative as it move toward the end: hearts human and emotional, eyes physical and metaphorical. Seven Pounds is more of an amateurish imitation of Alejandro González Iñárritu's Amores Perros and 21 Grams, with lots and lots of flashbacks. The problem is the story is quite predictable from VERY easily on through the movie. That's too bad, because Seven Pounds could have been as authentically ""good"" if Ben and Emily had been put in the right hands.",although aspect seven pound solid interesting narrative style gabriele muccino project rather mediocre movie become sappy manipulative move toward end heart human emotional eye physical metaphorical seven pound amateurish imitation alejandro gonzález iñárritu amores perros gram lot lot flashback problem story quite predictable easily movie bad seven pound could authentically good ben emily put right hand,negative
"This movie was made for people who found Gremlins too serious and Critters to hardcore. Like many of the critters/trolls/gremlins movies of the 80's this movie is bad. The sad part is that there's no punchline to that comment. It's just bad and not in a funny way.<br /><br />The problem with this miniature monster movie is that it actually tries to be funny and ends up being as successful in doing that as Howie Mandell was in Walk Like A Man. What made the other 80's horror movies into classics was that they were genuinely trying to be scary, but were hilarious because they failed so miserably. Someone must have told Bettina Hirsch (yes THE Bettina Hirsch)she had a knack for comedy before she started directing this movie. Unfortunately they were wrong.<br /><br />Sure seeing a weird little mutated cross between a ferret and a tumor wearing a brown trenchcoat and throwing pool balls at an outcast from the Lost Boys is amusing, but not enough to save the movie.<br /><br />By far the most annoying part of the movie is the Paul character. His Paul Reiser wannabe schtick is enough to make you start fast forwarding from the time of his first scene until the ending credits only stopping once to see a scene where a munchie throws pool balls at a guy...not that I did that.<br /><br />So the bottom line is run, don't walk, to your nearest Blockbuster and shake hands with the manager and thank him for not having the grapes to stock this pile of garbage on the shelves.",movie make people find gremlin serious critter hardcore like many movie movie bad sad part no punchline comment bad not funny way problem miniature monster movie actually try funny end successful howie mandell walk like man make horror movie classic genuinely try scary hilarious fail miserably someone must tell bettina hirsch yes bettina hirsch knack comedy start direct movie unfortunately wrong sure see weird little mutate cross ferret tumor wear brown trenchcoat throw pool ball outcast lose boy amuse not enough save movie far annoy part movie paul character paul reiser wannabe schtick enough make start fast forwarding time first scene end credit stop see scene munchie throw pool ball guy not bottom line run not walk near blockbuster shake hand manager thank not grape stock pile garbage shelf,negative
"I grew up in Brazil and I used to visit and marvel at the beautiful coast where the movie was filmed. The area is called ""Parati"" and is part of the ""Green Coast"" of the Rio de Janeiro state. It is some 150 miles from the Rio de Janeiro city.<br /><br />This movie brings back to life the world of 16th century Brazil, where Europeans were barely starting to explore the coastline, which was still in pristine state and sparsely populated by various native tribes. French and Portuguese fought each other for territory and for the upper hand on the Brazil wood trade, all the while negotiating with the natives, who also fought each other for whatever reasons.<br /><br />One French misfit (""a mercenary"") is left to die by his own compatriots but manages to escape and is kept prisoner by an all-naked native tribe. While he is a ""slave"" of the chief, according to the customs of the tribe, he is allowed to live in relative comfort for months until the time is right for him to be killed and eaten in a ritual of revenge.<br /><br />What I love about this film is that it recreates in loving detail the natives' villages and their way-of-life (they walked naked and were cannibals) and asks us to recognize and accept the life in those times as it was: in a gorgeous garden-of-eden, life was messy, violent, full of pathetic superstition and bizarre customs. The Europeans arrive and bring their own problems, including more violence with better weapons and greed. There is no romanticized ""noble savages"" or ""heroic explorers"" here, it is just people trying to survive in a tough world.<br /><br />The movie is neither unduly sympathetic nor dismissive of the natives. From what I know of the subject, the depiction is fairly accurate which adds an air of uniqueness to the project: how many movies have you seen regarding the lives of Brazilian natives and their early affairs with Europeans?",grow brazil use visit marvel beautiful coast movie film area call parati part green coast rio de janeiro state mile rio de janeiro city movie bring back life world century brazil europeans barely start explore coastline still pristine state sparsely populate various native tribe french portuguese fought territory upper hand brazil wood trade negotiate native also fight whatever reason one french misfit mercenary leave die compatriot manage escape kept prisoner native tribe slave chief accord custom tribe allow live relative comfort month time right kill eaten ritual revenge love film recreate love detail native village walk naked cannibal ask u recognize accept life time gorgeous life messy violent full pathetic superstition bizarre custom european arrive bring problem include violence good weapon greed no romanticized noble savage heroic explorer people try survive tough world movie neither unduly sympathetic nor dismissive native know subject depiction fairly accurate add air uniqueness project many movie see regard life brazilian native early affair european,positive
"I very nearly walked out, but I'd paid my money, and my nearly-as-disgusted friend wanted to hold out. After the endearing, wide-eyed innocence of ""A New Hope"" and the thrilling sophistication of ""The Empire Strikes Back,"" I remember awaiting ""Return of the Jedi"" with almost aching anticipation. But from the opening scene of this insultingly commercial sewage, I was bitterly disappointed, and enraged at Lucas. He should have been ashamed of himself, but this abomination undeniably proves that he doesn't have subatomic particle of shame in his cold, greedy heart. Episode I would go on to reinforce this fact -- your honor, I call Jarjar Binks (but please issue barf bags to the members of the jury first).<br /><br />From the initial raising of the gate at Jabba's lair, this ""film"" was nothing more than a two-plus-hour commercial for as many licensable, profit-making action figures as Lucas could cram into it -- the pig-like guards, the hokey flesh-pigtailed flunky, that vile muppet-pet of Jabba's, the new and recycled cabaret figures, the monsters, etc., etc., ad vomitum. Then there were the detestably cute and marketable Ewoks. Pile on top of that all of the rebel alliance aliens. Fifteen seconds each on-screen (or less) and the kiddies just GOTTA have one for their collection. The blatant, exploitative financial baiting of children is nauseating.<br /><br />Lucas didn't even bother to come up with a new plot -- he just exhumed the Death Star from ""A New Hope"" and heaved in a boatload of cheap sentiment. What an appalling slap in the face to his fans. I can't shake the notion that Lucas took a perverse pleasure in inflicting this dreck on his fans: ""I've got these lemmings hooked so bad that I can crank out the worst piece of stinking, putrid garbage that I could dream up, and they'll flock to the theaters to scarf it up. Plus, all the kiddies will whine and torture their parents until they buy the brats a complete collection of action figures of every single incidental undeveloped, cartoonish caricature that I stuffed in, and I get a cut from every single one. It'll make me even more obscenely rich.""<br /><br />There may have been a paltry, partial handful of redeeming moments in this miserable rip-off. I seem to recall that Harrison Ford managed to just barely keep his nose above the surface of this cesspool. But whatever tiny few bright spots there may be are massively obliterated by the offensive commercialism that Lucas so avariciously embraced in this total, absolute sell-out to profit.",nearly walk pay money friend want hold endear innocence new hope thrill sophistication empire strike back remember await return jedi almost ache anticipation open scene insultingly commercial sewage bitterly disappoint enraged lucas ashamed abomination undeniably prove not subatomic particle shame cold greedy heart episode would go reinforce fact honor call jarjar binks please issue barf bags member jury first initial raise gate jabba lair film nothing commercial many licensable action figure lucas could cram guard hokey flunky vile jabba new recycled cabaret figure monster ad vomitum detestably cute marketable ewoks pile top rebel alliance alien fifteen second less kiddy get ta one collection blatant exploitative financial bait child nauseate lucas not even bother come new plot exhume death star new hope heave boatload cheap sentiment appal slap face fan ca not shake notion lucas take perverse pleasure inflict dreck fan get lemming hook bad crank bad piece stink putrid garbage could dream flock theater scarf plus kiddy whine torture parent buy brat complete collection action figure every single incidental undeveloped cartoonish caricature stuff get cut every single one make even obscenely rich may paltry partial handful redeem moment miserable seem recall harrison ford manage barely keep nose surface cesspool whatever tiny bright spot may massively obliterated offensive commercialism lucas avariciously embrace total absolute profit,negative
"Who are these ""They""- the actors? the filmmakers? Certainly couldn't be the audience- this is among the most air-puffed productions in existence. It's the kind of movie that looks like it was a lot of fun to shoot TOO much fun, nobody is getting any actual work done, and that almost always makes for a movie that's no fun to watch.<br /><br />Ritter dons glasses so as to hammer home his character's status as a sort of doppleganger of the bespectacled Bogdanovich; the scenes with the breezy Ms. Stratten are sweet, but have an embarrassing, look-guys-I'm-dating-the-prom-queen feel to them. Ben Gazzara sports his usual cat's-got-canary grin in a futile attempt to elevate the meager plot, which requires him to pursue Audrey Hepburn with all the interest of a narcoleptic at an insomnia clinic. In the meantime, the budding couple's respective children (nepotism alert: Bogdanovich's daughters) spew cute and pick up some fairly disturbing pointers on 'love' while observing their parents. (Ms. Hepburn, drawing on her dignity, manages to rise above the proceedings- but she has the monumental challenge of playing herself, ostensibly.) Everybody looks great, but so what? It's a movie and we can expect that much, if that's what you're looking for you'd be better off picking up a copy of Vogue.<br /><br />Oh- and it has to be mentioned that Colleen Camp thoroughly annoys, even apart from her singing, which, while competent, is wholly unconvincing... the country and western numbers are woefully mismatched with the standards on the soundtrack. Surely this is NOT what Gershwin (who wrote the song from which the movie's title is derived) had in mind; his stage musicals of the 20's may have been slight, but at least they were long on charm. ""They All Laughed"" tries to coast on its good intentions, but nobody- least of all Peter Bogdanovich - has the good sense to put on the brakes.<br /><br />Due in no small part to the tragic death of Dorothy Stratten, this movie has a special place in the heart of Mr. Bogdanovich- he even bought it back from its producers, then distributed it on his own and went bankrupt when it didn't prove popular. His rise and fall is among the more sympathetic and tragic of Hollywood stories, so there's no joy in criticizing the film... there _is_ real emotional investment in Ms. Stratten's scenes. But ""Laughed"" is a faint echo of ""The Last Picture Show"", ""Paper Moon"" or ""What's Up, Doc""- following ""Daisy Miller"" and ""At Long Last Love"", it was a thundering confirmation of the phase from which P.B. has never emerged.<br /><br />All in all, though, the movie is harmless, only a waste of rental. I want to watch people having a good time, I'll go to the park on a sunny day. For filmic expressions of joy and love, I'll stick to Ernest Lubitsch and Jaques Demy...",actor filmmaker certainly could not among production existence kind movie look like lot fun much fun nobody get actual work do almost always make movie no fun watch ritter don glass hammer home character status sort doppleganger bespectacled bogdanovich scene breezy stratten sweet embarrass feel ben gazzara sport usual grin futile attempt elevate meager plot require pursue audrey hepburn interest narcoleptic insomnia clinic meantime bud couple respective child nepotism alert bogdanovich daughter spew cute pick fairly disturb pointer observe parent hepburn draw dignity manages rise monumental challenge playing ostensibly everybody look great movie expect much look well pick copy vogue mention colleen camp thoroughly annoy even apart sing competent wholly unconvincing country western number woefully mismatch standard soundtrack surely not gershwin write song movie title derive mind stage musical may slight least long charm laugh try coast good intention least peter bogdanovich good sense put brake due no small part tragic death dorothy stratten movie special place heart even buy back producer distribute go bankrupt not prove popular rise fall among sympathetic tragic hollywood stories no joy criticize film real emotional investment stratten scene laugh faint echo last picture show paper moon doc follow daisy miller long last love thunder confirmation phase never emerge though movie harmless waste rental want watch people good time go park sunny day filmic expression joy love stick ernest lubitsch jaques demy,negative
"Okay, just by reading the title you would think that it would be a good movie. Well, at least I did. It started out good but became so boring after the first half hour. *spoiler*<br /><br />It tells a story about a mother that is so desperate for her daughter to become a cheerleader that she will go to any lengths to get what she wants. The only problem is that her daughter's friend is the girl in the way. She always wins the competitions, therefore pushing the mother further towards ""eliminating"" her. After talking to a ""hitman"", the mother decides that the girl needs to be roughed up a bit. So actions are taken but she eventually gets caught.<br /><br />The cast is awful and the movie drags on too long with nothing happening. Don't waste your time watching this.<br /><br />",okay reading title would think would good movie well least start good become boring first half hour spoiler tell story mother desperate daughter become cheerleader go lengths get want problem daughter friend girl way always win competition therefore push mother towards eliminate talk hitman mother decides girl need roughed bit action take eventually get catch cast awful movie drag long nothing happen not waste time watch,negative
"it aint bad, but it aint good. it is just entertaining.<br /><br />as a comedy which it is supposed to be, it's dreadful. not many laughs at all as every joke in the movie has been done a million times before.<br /><br />it's a shame as all the actors in the film are great usually, but none of them really do much. and the ending sucks.",aint bad aint good entertaining comedy suppose dreadful not many laugh every joke movie do million time shame actor film great usually none really much end suck,negative
"'Dead Letter Office' is a low-budget film about a couple of employees of the Australian postal service, struggling to rebuild their damaged lives. Unfortunately, the acting is poor and the links between the characters' past misfortunes and present mindsets are clumsily and over-schematically represented. What's most disappointing of all, however, is the portrayal is life in the office of the film's title: there's no mechanisation whatsoever, and it's quite impossible to ascertain what any of the staff really do for a living. Granted, part of the plot is that the office is threatened with closure, but this sort of office surely closed in the 1930s, if it ever truly existed. It's a shame, as the film's overall tone is poignant and wry, and there's some promise in the scenario: but few of the details convince. Overall, it feels the work of someone who hasn't actually experienced much of real life; a student film, with a concept and an outline, but sadly little else.",letter office film couple employee australian postal service struggle rebuild damage life unfortunately act poor link character past misfortune present mindset clumsily represent disappointing however portrayal life office film title no mechanisation whatsoever quite impossible ascertain staff really live grant part plot office threaten closure sort office surely close ever truly existed shame film overall tone poignant wry promise scenario detail convince overall feel work someone not actually experience much real life student film concept outline sadly little else,negative
"For a while it seemed like this show was on 24/7. Then apparently there was a second season or some other kind of continuation of this horrible show about the two most vapid and conceited people who have ever been filmed. All the other comments have captured the essence of these two selfish, haggish, airheads perfectly. Not much less can be said about them besides what everyone else has said.<br /><br />I doubt these two ladies have souls, and more than likely they made some kind of Faustian Bargain in order to get their lizardly snouts on a television series. May the fates protect the human race from any more exposure to the Ghastly Girls!",seem like show apparently second season kind continuation horrible show two vapid conceited people ever film comment capture essence two selfish haggish airhead perfectly not much less say besides everyone else say doubt two lady souls likely make kind faustian bargain order get lizardly snouts television series may fat protect human race exposure ghastly girl,negative
"In reviewing this film I can only go by my experiences as a weekend warrior doing my basic training in July, August, and September of 1971 in that garden spot of the earth, Fort Polk, Louisiana. Take the High Ground was not anything like I remember basic training.<br /><br />But one has to remember at the time this was post Korea which ended in a stalemate, but it was a conventional war as we knew them. It was not Vietnam, a jungle guerrilla war where we kept pouring draftees into an endless pit. The draft at that time was an unwelcome, but accepted as still necessary for the country's defense.<br /><br />Richard Widmark is a veteran of Korea now assigned state side to train the troops to go overseas. The film is about one of his training cycles and the men of the platoon he has to train. They're the usual kind you would find in just about any war film from the previous decade. <br /><br />One thing I will praise Take The High Ground for is the fact that MGM recognized our army was now an integrated one with the presence of William Hazard as a black recruit in the platoon. It was in keeping with the spirit of the times which were a changing.<br /><br />But I will say that a recruit like Russ Tamblyn would have been cured of his smart mouth from day one. Richard Widmark would have not risked death or becoming a eunuch in order to give Jerome Courtland confidence with a weapon. And no way would have he worried so much about Robert Arthur deserting. He's have just let the MPs deal with him.<br /><br />Of course being shot in and around Fort Bliss and El Paso, Texas did give Take the High Ground good authenticity. But view it as an army recruiting film and you can certainly understand why the government so eagerly gave cooperation back in the day.<br /><br />I do remember the drill sergeants having their little conflicts which you could pick up on when you weren't worried about them getting on your case for something which was 95% of the time. But there ain't no way that Karl Malden would have slugged Widmark out in the open during training in front of several witnesses among the recruits. Both would have realized that would have undermined authority, something the military just doesn't let happen.<br /><br />I wish I could have said something better about Take The High Ground because I certainly like its talented cast, it's talented director Richard Brooks, even the silly theme by Dimitri Tiomkin and Ned Washington, fresh from their Oscar a year before for High Noon. The film actually got an Oscar nomination for Best Screenplay and story by Millard Kaufman. It must have been for Kaufman's vivid imagination.",reviewing film go experience weekend warrior basic training july august september garden spot earth fort polk louisiana take high ground not anything like remember basic train one remember time post korea end stalemate conventional war know not vietnam jungle guerrilla war keep pour draftee endless pit draft time unwelcome accept still necessary country defense richard widmark veteran korea assign state side train troop go overseas film one training cycle men platoon train usual kind would find war film previous decade one thing praise take high ground fact mgm recognize army integrate one presence william hazard black recruit platoon keep spirit time change say recruit like rus tamblyn would cure smart mouth day one richard widmark would not risk death become eunuch order give jerome courtland confidence weapon no way would worry much robert arthur desert let mp deal course shot around fort bliss el paso texas give take high ground good authenticity view army recruiting film certainly understand government eagerly give cooperation back day remember drill sergeant little conflict could pick not worried get case something time ai not no way karl malden would slug widmark open training front several witness among recruit would realize would undermine authority something military not let happen wish could say something well take high ground certainly like talented cast talented director richard brook even silly theme dimitri tiomkin ned washington fresh oscar year high noon film actually get oscar nomination best screenplay story millard kaufman must kaufman vivid imagination,negative
"Valley Girl is the definitive 1980's movie with catch phrases filtered throughout this wonderfully acted movie. The characters are so convincing that you forget it is a movie and not a video of an actual ""day-in-the-life"" of any high school, USA. This flick is to the 1980's what the Brady Bunch TV series is to the 1970's. If you don't like it, well then ""Gag me with a spoon.""",valley girl definitive movie catch phrase filter throughout wonderfully act movie character convince forget movie not video actual high school usa flick brady bunch tv series not like well gag spoon,positive
"The only reason I rented the movie was to see Jeri Ryan in it! OMG that was the most boring, pointless movie I've ever seen!!! HOW LAME!!! I mean really, give me a break! After Voyager, I'd hope she'd be offered better roles!!<br /><br />If I were one of the last people on earth, I would NOT still be living in a travel trailer in the dessert!! This is just such a bad movie!! The thing about the indian tribe and how he compared it every 10 seconds really, really got old. Poor Jeri, better luck next time!",reason rent movie see jeri ryan omg bore pointless movie ever see lame mean really give break voyager hope offer well roles one last people earth would not still live travel trailer dessert bad movie thing indian tribe compare every second really really get old poor jeri well luck next time,negative
"I got hold of a discount copy of this. I had seen it several years ago. My only recent experience had been ""Mystery Science Theatre"" where it was soundly spoofed. One never really gets a chance to get into these movies because of all the byplay. I love the beginnings of fifties horror movies. They give us a pompous lecture on the defense systems near the Arctic. These were there to protect us from the expected Soviet invasion, but they should come in handy, given the threat of very large insects. <br /><br />This particular one flies. For some reason, despite its exoskeleton made of the stuff grasshoppers are made of, they can still fend off air to air missiles and disable fighter planes. <br /><br />Anyway, it's more fun--first, the obligatory deranged case who saw the flying thing, cooling his heels in a hospital (it just teaches one--see an insect as big as a house--keep your mouth shut). I wonder if the poor guy got to go home after they found the bug.<br /><br />Otherwise, this is a pretty ordinary effort. It follows the usual efforts to come up with a way of dissuading the stubborn bug--and leaves us open to other possibilities--the Russians next time. I still get a kick out of these films and this one is serviceable.",get hold discount copy see several year ago recent experience mystery science theatre soundly spoof one never really get chance get movie byplay love beginning fifty horror movie give u pompous lecture defense system near arctic protect u expect soviet invasion come handy give threat large insect particular one fly reason despite exoskeleton make stuff grasshopper make still fend air air missile disable fighter plane anyway fun first obligatory derange case saw fly thing cooling heel hospital teach one see insect big house keep mouth shut wonder poor guy get go home find bug otherwise pretty ordinary effort follow usual effort come way dissuade stubborn bug leave u open possibility russians next time still get kick film one serviceable,negative
"John Knowles modern masterpiece, A Separate Peace, are one of many subtle, and subtly is the watch word, themes of love, hate, jealously, denial and regret. The 1972 version does attempt to address this style and what the book is - A love story with war looming in the background. <br /><br />The 2004 version does not use subtly at all but overtness in the portrayal of the story. What is staring you in the face when you read the novel - is a love story, and yes maybe it is arguable, a gay love story. In the novel and 1972 film version there are sexual undertones everywhere in the writings and dialog.In the 2004 Showtime film version these tensions were omitted and the actors were in there late twenties playing teenagers which caused for mature acting taking away from any tenderness or hesitation of innocence in youth.<br /><br />I did not like this remake for more reasons. The hair that broke the camels' back was that Phineas was given a surname on the letters he received from the draft boards! Finny is a character that does not have nor needs a last name. John Knowles did that intentionally.<br /><br />Though I accept the 1972 version the acting was at times a little amateurish, so what, it attempted to be sincere to the novel by shooting on location at Phillips Exeter Academy that The Devon Acedemy was based on; which also the writer John Knowles attended as a student.<br /><br />The directors and producers took all teenage Exeter students, with exception of Parker Stevenson whom attended The Brooks School, to play in a Paramount Film! Class act by preppies compared to this Canadian College shot, played with adult actors, politically correct, platonic version. No - Veto on this sham try again. The 1972 film version with John Heyl and Parker Stevenson was the real deal for A Separate Peace on the screen. The Showtime 2004 film made for cable version was not.",john knowles modern masterpiece separate peace one many subtle subtly watch word theme love hate jealously denial regret version attempt address style book love story war loom background version not use subtly overtness portrayal story star face read novel love story yes maybe arguable gay love story novel film version sexual undertone everywhere writing showtime film version tension omit actor late twenty play teenager cause mature act take away tenderness hesitation innocence youth not like remake reason hair break camel back phineas give surname letter receive draft board finny character not nor need last name john knowles intentionally though accept version act time little amateurish attempt sincere novel shoot location phillips exeter academy devon acedemy base also writer john knowles attend student director producer take teenage exeter student exception parker stevenson attend brooks school play paramount film class act preppies compare canadian college shot play adult actor politically correct platonic version no veto sham try film version john heyl parker stevenson real deal separate peace screen showtime film make cable version not,negative
"Simply one of the best ever! Richard Brooks' adaptation of Truman Capote's non-fiction novel is truly an artistic achievement. Stunning black and white cinematography (that should have won an Oscar), a haunting Quincy Jones score and tremendous performances by Robert Blake and Scott Wilson as the oddly-matched killers. This film was 0 for 4 at the Academy Awards and wasn't even nominated for Best Picture while Dr. Doolittle was. Go Figure! <br /><br />Although you don't get to know the Clutter family as well as you do in the book, it was a good decision to focus more on Perry and Dick and the pain-staking process of tracking these guys down. John Forsythe is also impressive as Alvin Dewey. There are simply no flaws in this one. 10 out of 10. Best performance = Scott Wilson with R. Blake a close second. Highly recommended!",simply one best ever richard brook adaptation truman capote novel truly artistic achievement stun black white cinematography oscar haunt quincy jones score tremendous performance robert blake scott wilson killer film academy award not even nominate best picture doolittle go figure although not get know clutter family well book good decision focus perry dick process track guy john forsythe also impressive alvin dewey simply no flaws one best performance scott wilson blake close second highly recommend,positive
"As a big fan of Brian Yuzna and the majority of the movies he's been involved in, I guessed I'd enjoy Progeny. I didn't, although in ways it has it's moments. However, if you're expecting something of the calibre of Society or Beyond ReAnimator, you could be in for a shock. In a way this is similar to Society, being a tale of a seemingly ordinary world with a horrific supernatural underbelly...but that's where it ends.<br /><br />I'm not covering for Yuzna when I say that the fault doesn't really lie with him, as bad direction is bad direction, but the direction is sound. What trips the movie up is both script and acting. Stuart Gordon (ReAnimator, Dagon) has written an intelligent script, but one that doesn't really work with Yuzna's style of direction, leaving him paused on actors delivering lengthy dialogue when really he wants to throw that camera around and get down with his bad self. This matter makes the movie awkward enough as it is, but there's worse.<br /><br />If the movie had been made with great actors, the movie would have probably held it's own. Unfortunately this is very far from the case. The acting is wooden, shockingly so even for a low-budget B feature. The inexplicably successful and renowned Arnold Vosloo wrecks every damn line with near pinpoint precision, handing in one of the worst performances I've seen in a long while. The man manages to turn every line of well considered dialogue into the kind of ham-line you'll be throwing drunkenly at mates next time you're in the pub. 'Hey Bob! GOOD GOD, AM I GOING MAD! WHAT'S...COME OVER ME! NOOOO!' In fact I may try that one myself next weekend. The last minute addition of genre veteran (and personal favourite) Brad Dourif, instead of enriching the film like it should, almost seems to hand Dourif the movie in a last ditch effort to stop Vosloo from hamming, but quite frankly Dourif looks deeply uncomfortable (possibly waiting for the next assault of bad acting) next to Vosloo, and even an eccentric turn from him fails to resuscitate the film.<br /><br />If the acting was better, this movie would have been okay. Hell, it might have been pretty enjoyable, but the lack of character makes the movie a soulless affair, and makes the horror element seem tacked on and tasteless instead of an organic part of the film. I found the alien torture/rape scenes a little difficult to stomach already, but the fact that the characters were so lacking made them seem gratuitous as well as unpleasant, leaving a nasty taste in the mouth.<br /><br />So, if you really like Sci-fi and don't have a problem with bad acting, pedestrian pacing and a really garish, nasty rape scene, Progeny will probably be your cup of tea. But since I do, I'm probably never going to watch it again. Once was enough. On the plus side, this is the only Sci-Fi movie Yuzna ever bothered to make, so he obviously wasn't really that pleased with it himself.",big fan brian yuzna majority movie involve guessed enjoy progeny not although way moment however expect something calibre society beyond reanimator could shock way similar society tale seemingly ordinary world horrific supernatural underbelly end not cover yuzna say fault not really lie bad direction bad direction direction sound trip movie script act stuart gordon reanimator dagon write intelligent script one not really work yuzna style direction leave paused actor deliver lengthy dialogue really want throw camera around get bad self matter make movie awkward enough bad movie make great actor movie would probably hold unfortunately far case act wooden shockingly even b feature inexplicably successful renowned arnold vosloo wreck every damn line near pinpoint precision hand one bad performance see long man manage turn every line well consider dialogue kind throw drunkenly mat next time pub bob good god go mad come noooo fact may try one next weekend last minute addition genre veteran personal favourite brad dourif instead enrich film like almost seem hand dourif movie last ditch effort stop vosloo ham quite frankly dourif look deeply uncomfortable possibly wait next assault bad act next vosloo even eccentric turn fail resuscitate film act good movie would okay hell might pretty enjoyable lack character make movie soulless affair make horror element seem tack tasteless instead organic part film find alien scene little difficult stomach already fact character lack make seem gratuitous well unpleasant leave nasty taste mouth really like not problem bad act pedestrian pace really garish nasty rape scene progeny probably cup tea since probably never go watch enough plus side movie yuzna ever bother make obviously not really pleased,negative
"Sure, he became rapidly uneven after this film, but from ""Knife In the Water"" up till ""The Tenant"", Roman Polanski could always be counted on to deliver something fascinating and unique. Despite many running themes (alienation, paranoia), no two of his films are really alike. The story of this is somewhat similar to his own ""Repulsion"" from ten years earlier, but the tone is completely different. ""The Tenant"" manages to balance darker than dark absurdity (I'm a bit hesitant on calling it humor, even though the protagonists bizarre behavior and dialog was occasionally funny) with some truly suspenseful paranoia. Polanski was always a master at building unease, and moments in this film are almost unbearably creepy. The overall weirdness of the film is also a plus.<br /><br />In addition to Polanski's exquisite as usual direction, the rest of the cast and crew offer great contributions. Polanski the actor is often overshadowed by Polanski the director, but his performance here truly captures his characters awkwardness and sense of being an outcast. The themes of social discrimination make this film more than just strangeness for the sake of being strange. The rest of the cast offers strong performances also, especially Isabelle Adjani's sympathetic turn, and Melyvn Douglas and Shelley Winters' appropriately annoying ones. ""The Tenant"" is often underrated because of how ready people are to heap praise on both ""Repulsion"" and ""Rosemary's Baby"", but its just as brilliant as either of those classics. (9/10)",sure become rapidly uneven film knife water till tenant roman polanski could always count deliver something fascinate unique despite many run theme alienation paranoia no two film really alike story somewhat similar repulsion ten year earlier tone completely different tenant manage balance darker dark absurdity bit hesitant call humor even though protagonist bizarre behavior dialog occasionally funny truly suspenseful paranoia polanski always master build unease moment film almost unbearably creepy overall weirdness film also plus addition polanski exquisite usual direction rest cast crew offer great contribution polanski actor often overshadow polanski director performance truly capture character awkwardness sense outcast theme social discrimination make film strangeness sake strange rest cast offer strong performance also especially isabelle adjani sympathetic turn melyvn douglas shelley winter appropriately annoy one tenant often underrated ready people heap praise repulsion rosemary baby brilliant either classic,positive
